country,city
United States,Smithfield
Germany,DelbrÃ¼ck
Peru,Sechura
United States,Spanaway
Paraguay,YaguarÃ³n
United States,Clarence
Ukraine,Yuzhne
United States,Clearfield
Russia,Serdobsk
Argentina,Zapala
Japan,Shima
United States,Liberty
United States,Marrero
Mexico,Atotonilco de Tula
Algeria,El Golea
United States,Pekin
United States,Westlake
United States,Centereach
Germany,Herrenberg
United States,Manlius
United States,Chillicothe
Peru,Pativilca
United States,La Verne
United States,Lower Macungie
Mexico,Jaral del Progreso
Venezuela,Santa Rita
United States,Placerville
Kenya,Nanyuki
Israel,SakhnÄ«n
Mexico,Turicato
Brazil,GrajaÃº
Mexico,El Oro de Hidalgo
Syria,Iâ€˜zÄz
CÃ´te Dâ€™Ivoire,Touba
Australia,Dandenong
United States,Martinsville
Germany,Gevelsberg
United States,Rome
Canada,Val-dâ€™Or
United States,Pueblo West
United States,Central Islip
Azerbaijan,Buzovna
Canada,Owen Sound
Russia,Velikiy Ustyug
Japan,Yaita
Thailand,Chum Phae
Mexico,Temascaltepec de GonzÃ¡lez
Kyrgyzstan,Kyzyl-Kyya
Russia,Kasimov
United States,Radnor
Germany,Haan
Japan,Omaezaki
Indonesia,Kulat
Germany,Radolfzell am Bodensee
Russia,Kotovsk
Germany,Weil am Rhein
United States,Prairieville
Kazakhstan,Balyqshy
Argentina,JesÃºs MarÃ­a
Bosnia And Herzegovina,Å½epÄe
United Kingdom,Bedworth
Japan,Sasaguri
Mexico,Tecozautla
Brazil,Jacareacanga
Chile,Villarrica
Brazil,Morro Agudo
Germany,Kreuztal
Japan,Kanzakimachi-kanzaki
Thailand,Mae Sot
United States,Spring Valley
Belgium,Oudenaarde
United States,Bel Air North
France,Maubeuge
United States,Hopkinsville
Russia,Zima
Uzbekistan,Kosonsoy
United States,Willingboro
Japan,Kaminokawa
United States,Rochester
Russia,Marks
Germany,Rheinberg
Ukraine,Kostopilâ€™
Brazil,Santa FÃ© do Sul
Belgium,Deinze
Benin,SavÃ©
France,Saint-MÃ©dard-en-Jalles
Germany,Geesthacht
United States,Milledgeville
Canada,Stratford
China,Yingyangcun
United States,Syracuse
Israel,Netivot
United States,Eldersburg
Brazil,AraÃ§oiaba da Serra
Brazil,Barrinha
Bosnia And Herzegovina,Trebinje
Bolivia,Tiquipaya
United States,Sherwood
Costa Rica,Quesada
Canada,Lloydminster
United States,Garner
United States,Key West
Chile,Cauquenes
Canada,Pointe-Claire
Russia,Kudymkar
Sweden,SkellefteÃ¥
Japan,Yunoshima
United States,Petersburg
Egypt,Al á¸¨usaynÄ«yah
United States,North Olmsted
Russia,Kandalaksha
United States,Wheat Ridge
Brazil,Pontes e Lacerda
Japan,ÅŒno
Japan,Masaki
United States,Cibolo
Somalia,Buurhakaba
Madagascar,Marovoay
United States,Dracut
India,Uran
Brazil,Biritiba-Mirim
United States,Alliance
Poland,ÅukÃ³w
United States,Banning
United Kingdom,Burgess Hill
Japan,Tsuruno
United States,Laguna Hills
Portugal,Lagos
Russia,Bogoroditsk
Albania,LushnjÃ«
United States,Princeton
United States,Athens
United States,Falmouth
Germany,Werl
United States,Warwick
United Kingdom,Loughton
Canada,Orillia
Ukraine,Tokmak
Pakistan,Chitral
Brazil,CÃ¢ndido Mota
Germany,Bramsche
United States,Springfield
United States,Naugatuck
Argentina,RÃ­o Grande
United States,Columbus
Poland,Bochnia
Germany,SchÃ¶nebeck
United States,South Riding
United States,Mundelein
Angola,Lucapa
Poland,Bielawa
United States,Cicero
Russia,Dyurtyuli
United Kingdom,Harpenden
United States,Fair Oaks
United States,Tewksbury
Mozambique,MocÃ­mboa da Praia
Peru,Huamachuco
Russia,Nartkala
Azerbaijan,Æmircan
United States,Rexburg
Germany,Burgdorf
Russia,Rostov
Madagascar,Ambanja
Germany,Einbeck
Germany,Neuruppin
Congo (Brazzaville),Mossendjo
United States,Nogales
United States,Nicholasville
Japan,HirakawachÅ
United States,Goleta
United States,Opelika
Saudi Arabia,LaylÃ¡
United States,Butte
Canada,Alma
United States,Algonquin
Czechia,PÃ­sek
Japan,Motomiya
United States,Lakeside
United Kingdom,Radcliffe
United States,Aiken
United States,Princeton
Germany,UnterschleiÃŸheim
United States,Lawrenceville
Belarus,Navahrudak
Germany,Lohmar
United States,Winter Park
United States,Granger
Ukraine,Novoyavorovskoye
Russia,ArtÃ«movskiy
United Kingdom,Carshalton
United States,Fitchburg
Japan,Togitsu
Iran,QahderÄ«jÄn
Spain,Arcos de la Frontera
Kazakhstan,Tekeli
United States,Wooster
Ukraine,Synelâ€™nykove
Japan,Matsubushi
United States,South Kingstown
United States,Fountain
United States,Needham
Bulgaria,Sandanski
Canada,Orangeville
Switzerland,Emmen
United States,Ross Township
Hungary,PÃ¡pa
Canada,Fort Erie
Cuba,Madruga
United States,Newburgh
Brazil,Juquitiba
France,Draveil
Egypt,Ar Raá¸©mÄnÄ«yah
United States,Brooklyn Center
Spain,Puerto de la Cruz
Poland,MÅ‚awa
Mali,Banamba
Argentina,Mercedes
Thailand,Thung Song
Chile,Curanilahue
Slovakia,PieÅ¡Å¥any
Argentina,Victoria
United States,Kerrville
China,Wuyuan
United States,Barstow
Germany,Ennepetal
Paraguay,YpacaraÃ­
India,ChimÄkurti
United States,North Andover
Germany,Riesa
Australia,Mount Gambier
Russia,Kirov
Russia,Blagodarnyy
United States,Cranberry
Uzbekistan,Gâ€™ijduvon Shahri
Belarus,Horki
United States,Canton
Germany,Andernach
Czechia,Trutnov
Mexico,Villa Donato Guerra
Russia,Ob
Hungary,HajdÃºbÃ¶szÃ¶rmÃ©ny
United Kingdom,Sevenoaks
United States,Auburn
Germany,Osterholz-Scharmbeck
United States,North Huntingdon
Georgia,Tsâ€™khinvali
United States,Orcutt
United States,Crown Point
Russia,Slavgorod
United States,Windsor
Greece,KÃ³rinthos
United States,Deptford
Germany,Taunusstein
United States,Gloucester
Russia,Ustâ€™-Dzheguta
Brazil,Iguape
France,Mont-de-Marsan
Guinea,TÃ©limÃ©lÃ©
Peru,Huanta
United States,Gurnee
United States,Orangeburg
Ecuador,Vinces
United States,Holladay
United States,Fuquay-Varina
United States,Newington
United States,Chamblee
Russia,Kondopoga
France,DÃ©cines-Charpieu
Japan,Yoshinaga
United States,Peru
Tanzania,Kibiti
Mexico,CihuatlÃ¡n
United Kingdom,Rushden
Burkina Faso,Kombissiri
United States,Cornelius
Russia,Gorodets
Thailand,Ban Aranyik
United States,North Tonawanda
Germany,Gaggenau
United States,Los Gatos
Russia,Mozhaysk
Gabon,Moanda
Germany,Bad Hersfeld
France,Saint-Ã‰tienne-du-Rouvray
United States,South Lake Tahoe
Canada,LaSalle
Germany,Friedberg
United States,Clinton
United Kingdom,Northfleet
United States,Saratoga
Australia,Kalgoorlie
Australia,Lismore
Japan,Sue
Canada,Sainte-Julie
United States,Los Altos
Ukraine,Pervomaiskyi
France,Vienne
United States,Ballwin
United States,Atascadero
Brazil,Soledade
United States,North Royalton
Hungary,BudaÃ¶rs
Argentina,Villa Ãngela
Germany,Schwedt (Oder)
Germany,Saalfeld
Germany,Meschede
United States,Somerset
Argentina,Villa Regina
Germany,Derne
Nepal,Siraha
Germany,Neuburg
Peru,Casma
India,Devarkonda
Germany,Merzig
Mali,BourÃ¨m Guindou
Germany,Kelkheim (Taunus)
Angola,Mavinga
Canada,Leduc
Belgium,Arlon
United States,Milford Mill
Germany,Waltrop
Germany,TÃ¶nisvorst
Denmark,Svendborg
Greece,GiannitsÃ¡
Germany,Schwelm
Belarus,Asipovichy
United Kingdom,Cannock
Brazil,Casa Branca
New Zealand,Paraparaumu
United States,Stockbridge
Czechia,OrlovÃ¡
United States,East Liverpool
Austria,Leonding
Kazakhstan,Aral
United States,Madison Heights
Hungary,GyÃ¶ngyÃ¶s
Germany,Vaihingen an der Enz
Turkey,KÄ±nÄ±k
Congo (Kinshasa),Kabalo
United States,Williston
Fiji,Labasa
Russia,Dedovsk
United Kingdom,Heywood
Kazakhstan,Shiyeli
Germany,Bretten
Iraq,MandalÄ«
United States,Eagle
United States,Lake Magdalene
Brazil,Igarapava
Ukraine,Alushta
Japan,Nirasaki
Brazil,Rancharia
Germany,Steinheim am Main
Cuba,AlquÃ­zar
Japan,Hanawa
Germany,Friedberg
United States,Carney
United States,Maryville
Germany,Rietberg
Brazil,Piraju
United States,Mamaroneck
Russia,Asha
Bosnia And Herzegovina,Bosanska Krupa
Japan,Hirado
United States,Livingston
United States,Walnut
Canada,North Cowichan
Germany,Rendsburg
United States,Garden City
United States,Texarkana
Germany,GÃ¼strow
United States,Kent
United States,Hampden
Germany,Landsberg
Japan,Ogawa
United States,North Chicago
United States,Greenville
Germany,Oelde
United States,Aberdeen
United States,Duluth
Germany,KÃ¶nigsbrunn
United States,Winona
United States,O'Fallon
United States,Ukiah
United States,Atwater
Poland,Krotoszyn
United States,Sanford
Yemen,Jaâ€˜Är
United States,Highland Park
United States,Drexel Heights
United States,Westfield
United States,Hermiston
Finland,RiihimÃ¤ki
United States,Fortuna Foothills
United States,Tredyffrin
France,Bourgoin-Jallieu
United States,Orchard Park
United States,Rotterdam
Russia,Likino-Dulevo
Germany,RÃ¶srath
Albania,KavajÃ«
Hungary,Gyula
Hungary,KiskunfÃ©legyhÃ¡za
United States,Upper Merion
Russia,Kostomuksha
Syria,Raâ€™s al â€˜Ayn
United States,Glenville
United States,Central
Cuba,QuivicÃ¡n
United States,Pittsford
Germany,Winnenden
Japan,Izu
United States,Chicago Heights
Russia,Divnogorsk
France,Orange
Germany,Northeim
Ukraine,Khmilâ€™nyk
Mozambique,Namaacha
Japan,Oyabe
Germany,BÃ¼hl
Japan,Aioi
Spain,MahÃ³n
Portugal,Anadia
Ukraine,Truskavetsâ€™
Russia,Bogdanovich
Argentina,CaÃ±ada de GÃ³mez
Ukraine,Chortkiv
Nepal,PÄlpÄ
Rwanda,Cyangugu
United States,Johnston
United States,East Fishkill
United States,Newberg
Bolivia,Viacha
United States,Voorhees
Suriname,Cottica
United States,Cheshire
United States,Norwood
United States,Wellesley
Sweden,Ã–rnskÃ¶ldsvik
United States,Lewes
Czechia,KromÄ›Å™Ã­Å¾
Russia,Aleysk
United States,Washington
Cuba,Primero de Enero
United States,Vernon
United States,Oak Ridge
Ecuador,La Concordia
Cuba,San CristÃ³bal
France,Agde
United States,Laplace
United Kingdom,Beverley
United States,Salem
France,Carpentras
Germany,Springe
Bulgaria,Samokov
United Arab Emirates,MadÄ«nat ZÄyid
Thailand,Ban Phai
United States,Athens
Canada,Chambly
United States,North Attleborough
Colombia,Tame
Jamaica,Old Harbour
Burkina Faso,Nouna
Portugal,Benavente
Brazil,MirandÃ³polis
Germany,Schwandorf
Russia,Gagarin
Peru,Tocache Nuevo
Belarus,Dzyarzhynsk
Chile,San Javier
United States,SeaTac
Russia,Staraya Russa
Brazil,Cajati
Germany,HÃ¶xter
Poland,LuboÅ„
United States,Raytown
Ecuador,Rosa Zarate
Russia,Yemanzhelinsk
United States,Southgate
United States,West Warwick
Germany,MeiÃŸen
Russia,Barabinsk
United States,Harrison
United States,Niles
United States,Fernandina Beach
United States,Windsor
United States,Big Spring
Russia,Petrovsk
Ukraine,Balakliia
Iceland,HafnarfjÃ¶rÃ°ur
Australia,Quakers Hill
Zimbabwe,Chiredzi
United Kingdom,Stanford le Hope
Russia,Borzya
Ukraine,Novyy Rozdil
Canada,Okotoks
United States,Bella Vista
United States,Mount Olive
United States,East Haven
Belgium,Herentals
United States,Milton
United States,Morrisville
Ecuador,Balzar
Belgium,Harelbeke
Japan,Kakuda
Kazakhstan,QarataÅ«
United States,Milford
Germany,Zeitz
Germany,Leichlingen
Mexico,San Salvador
Poland,Gorlice
Uzbekistan,Yangiyer
United States,Casselberry
United States,Plattsburgh
United States,Seguin
Ecuador,Naranjito
Japan,Tainai
Germany,Griesheim
Germany,Emmendingen
United States,Shirley
Japan,ÅŒuda-yamaguchi
Germany,Olching
United States,Belle Glade
Japan,Obama
Cayman Islands,George Town
United States,Wasco
United States,Lake in the Hills
Spain,Ã‰ibar
United Kingdom,Witney
Germany,Idar-Oberstein
United States,Wallkill
Russia,Kartaly
Japan,GojÅ
United States,Agawam
Russia,Pokhvistnevo
United States,East Lake-Orient Park
Georgia,Khashuri
Moldova,DubÄƒsari
Poland,BiÅ‚goraj
United States,McCandless
France,Tournefeuille
Tanzania,Nzega
United States,Lacey
Ecuador,Naranjal
Japan,Kitsuki
Slovakia,LuÄenec
United States,Burton
United States,Chili
United States,Geneva
Argentina,Baradero
Ukraine,Khust
Belarus,Byaroza
Russia,Gusev
Germany,Reinbek
United States,Stoughton
Canada,Sept-ÃŽles
United States,Fleming Island
United States,Schererville
United States,Independence
United States,West Springfield
New Zealand,Timaru
Germany,Wegberg
Germany,Geislingen an der Steige
United States,Gates
Germany,Baunatal
United States,Burlington
Zambia,Mpika
Brazil,Serra Negra
United States,New Iberia
India,Silvassa
United States,Northampton
Brazil,Guararema
Hungary,Esztergom
Cuba,Ciro Redondo
South Africa,Jeffreyâ€™s Bay
Ukraine,Pershotravensâ€™k
Thailand,Warin Chamrap
United States,Austintown
United States,Crofton
United States,Mehlville
Bolivia,Bermejo
Japan,Niimi
United States,Zionsville
Brazil,Pilar do Sul
Ukraine,Ternivka
United States,Pasadena
Peru,Mollendo
Japan,Hiji
United States,Shaler
United States,Vineyard
Germany,Wetter (Ruhr)
Germany,Grimma
Germany,Kevelaer
Hungary,Ajka
Poland,KÅ‚odzko
United States,Lumberton
Germany,Leimen
Kazakhstan,Alga
Egypt,SafÄjÄ
Germany,Bad Neuenahr-Ahrweiler
United States,Benicia
Thailand,Ban Chang
United States,Jacksonville
Bosnia And Herzegovina,ÄŒapljina
Mexico,Villa Luvianos
United States,Rockledge
Japan,HonchÅ
United States,Henderson
Switzerland,Rapperswil-Jona
Kazakhstan,Oktyabrâ€™sk
Japan,Itako
United States,Graham
Canada,Centre Wellington
Chile,Ancud
Uzbekistan,Boâ€˜ka
United States,Monterey
Kazakhstan,Arqalyq
United States,Converse
Ukraine,Khrestivka
United States,Vestal
United States,Granite City
United States,Saugus
Bolivia,Llallagua
United States,Aberdeen
United States,Perry Hall
France,Illkirch-Graffenstaden
Burkina Faso,Gaoua
Turkey,NallÄ±han
Russia,Tara
Afghanistan,Khulm
Mexico,Xochistlahuaca
United States,Branford
United States,Yukon
Russia,Kushva
Bolivia,VillazÃ³n
United States,South Laurel
Australia,Ballina
Australia,Taree
Russia,Sorochinsk
United States,Sonora
China,Kuaidamao
Congo (Kinshasa),Kasangulu
United States,West Windsor
Japan,Takahagi
Germany,Baesweiler
Greece,ChÃ­os
Bolivia,Camiri
Switzerland,Kriens
Finland,Imatra
Russia,Kholmsk
United States,Wisconsin Rapids
Mexico,NochistlÃ¡n de MejÃ­a
Argentina,San MartÃ­n de los Andes
Ethiopia,DembÄ« Dolo
United States,Galt
Mozambique,MocÃ­mboa
United States,Hutto
United States,Forest Hills
Germany,Sundern
Brazil,JaguarÃ£o
United States,Bixby
United States,Hobart
Mexico,Tlalpujahua de RayÃ³n
United States,Oakdale
Venezuela,Sabaneta
United States,Sunbury
Croatia,Ãakovo
Congo (Kinshasa),Bolobo
Iran,HÄdÄ«shahr
Russia,Topki
Ukraine,Vyshhorod
Mexico,Salinas Victoria
Mexico,Atlautla
Ukraine,Zolotonosha
United Kingdom,Ormskirk
United States,Newtown
Iran,FÅ«man
United States,New Smyrna Beach
United States,Westport
United States,Tualatin
Germany,Neustadt
United States,Fridley
Russia,Maloyaroslavets
Poland,Zakopane
United States,East Chicago
Israel,Ofaqim
Japan,Awara
United States,Kirkwood
Mexico,San MartÃ­n Hidalgo
Germany,Mechernich
Israel,â€™ArÄba
Germany,Arnstadt
United Kingdom,Littlehampton
Turkey,Havran
United States,Sanger
Madagascar,Mananjary
United Kingdom,Jarrow
United States,Morgan City
United States,Ramsey
United States,Ruston
United States,Jeffersontown
United States,Glen Ellyn
Russia,Zarechnyy
India,Bandipura
Romania,BorÅŸa
United States,CaÃ±on City
South Africa,Lichtenburg
United States,Monticello
Russia,Oktyabrsk
United States,Ashtabula
Germany,Wiesloch
Thailand,Ban Nong Sam Rong
United States,Danvers
Hungary,OroshÃ¡za
United States,Bridgewater
United States,Mint Hill
Brazil,Jarinu
United States,Neptune
Nepal,PanautiÌ‡Ì„
United Kingdom,Stratford-upon-Avon
China,Tongyangdao
United States,Milton
Hungary,JÃ¡szberÃ©ny
Germany,Neckarsulm
Germany,Geilenkirchen
Nepal,Bidur
Turkey,Ä°psala
Brazil,Santa Rita do Passa Quatro
United Kingdom,Ashford
France,Miramas
Australia,Gawler
United States,Statesville
Thailand,Kathu
United States,Short Pump
United States,Queensbury
Russia,Verkhniy Ufaley
Brazil,Sena Madureira
United States,Gloversville
Colombia,Santiago de TolÃº
United States,Summerlin South
Chile,ChillÃ¡n Viejo
United States,Gladstone
France,Rambouillet
Poland,Bielsk Podlaski
United States,Spring Township
United Kingdom,East Grinstead
Kazakhstan,Qorday
United States,Fremont
Brazil,Laranjal Paulista
Germany,Rheinbach
United States,Garfield Heights
Australia,Maryborough
United States,Seneca
Germany,Overath
Mexico,Zempoala
United Kingdom,Thatcham
Belarus,Vilyeyka
Austria,Klosterneuburg
United States,Whitehall
Ukraine,Bakhchysaray
United States,Lansing
Germany,Aschersleben
Mexico,Huaquechula
United States,Millville
United States,Monroeville
Japan,Miyanaga
Japan,Tarui
Canada,Saint-Constant
United States,St. Helens
France,Lunel
France,Biarritz
France,Bergerac
Belgium,Andenne
United States,Paragould
United States,Pemberton
France,Gonesse
Mexico,Atitalaquia
Japan,ShingÅ«
Canada,Grimsby
Mexico,TepehuacÃ¡n de Guerrero
Poland,Grodzisk Mazowiecki
United States,East Windsor
Germany,Heiligenhaus
France,HÃ©nin-Beaumont
Brazil,Conchal
United States,Deer Park
United States,Horn Lake
Ukraine,Pereyaslav-Khmelâ€™nytsâ€™kyy
France,Orvault
United States,Oakleaf Plantation
Portugal,Estarreja
United States,Prior Lake
Russia,Gubkinskiy
Australia,Caboolture
United States,Huntley
United States,Maple Valley
United States,New Milford
Mexico,San AgustÃ­n Tlaxiaca
France,Cavaillon
United States,Oak Forest
Germany,SchloÃŸ Holte-Stukenbrock
Russia,Mayskiy
United States,Glen Cove
France,Saumur
Germany,Wangen im AllgÃ¤u
Hungary,Szentes
Brazil,ColÃ­der
United States,West Islip
Tanzania,Sikonge
Japan,ÅŒtake
Hungary,Kiskunhalas
United States,Shoreview
United States,Windsor
United States,Sterling
United States,Bernards
Germany,Hennigsdorf
France,Sens
Belgium,Ronse
Mexico,Tlaxcoapan
Russia,Solâ€™-Iletsk
United States,Colleyville
United States,Wilmette
United States,Plum
United States,Mount Pleasant
Congo (Kinshasa),Libenge
United States,Dodge City
United States,Stafford
India,PÄmidi
Mexico,Amatepec
Slovakia,RuÅ¾omberok
United States,McHenry
United States,Burlington
Germany,Lohne
Hungary,Kazincbarcika
United States,Waterville
France,Gradignan
Poland,WaÅ‚cz
France,MontbÃ©liard
United States,Norfolk
United States,Shaker Heights
Mexico,Xalatlaco
Germany,Teltow
Argentina,Marcos JuÃ¡rez
United States,New Windsor
United States,Erie
United States,Brownsburg
United States,Chaska
Brazil,AripuanÃ£
Germany,Strausberg
United States,Shelby
Russia,Karpinsk
Bolivia,Uyuni
United States,Wakefield
